address,price,link,bedrooms,bathrooms
"55 Regent Park Blvd #105, Toronto, ON M5A 0C2",$1.16M,https://www.zillow.com/homedetails/55-Regent-Park-Blvd-105-Toronto-ON-M5A-0C2/2064116822_zpid/,3,2
"55 Regent Park Blvd #2402, Toronto, ON M5A 0C2","C$902,800",https://www.zillow.com/homedetails/55-Regent-Park-Blvd-2402-Toronto-ON-M5A-0C2/2065622840_zpid/,2,2
"19 Valhalla Inn Rd #TOWNHOUSE, Toronto, ON M9B 0B3",$--,https://www.zillow.com/homedetails/19-Valhalla-Inn-Rd-TOWNHOUSE-Toronto-ON-M9B-0B3/2065806184_zpid/,3,3
"390 Cherry St #1610, Toronto, ON M5A 0E2",$1.11M,https://www.zillow.com/homedetails/390-Cherry-St-1610-Toronto-ON-M5A-0E2/2063265892_zpid/,2,2
"4673 Jane St #610, Toronto, ON M3N 2L1","C$289,900",https://www.zillow.com/homedetails/4673-Jane-St-610-Toronto-ON-M3N-2L1/2063454329_zpid/,--,--
"70 Gypsy Roseway, Toronto, ON M2N 5Y9",$1.36M,https://www.zillow.com/homedetails/70-Gypsy-Roseway-Toronto-ON-M2N-5Y9/2063274274_zpid/,--,--
"825 Church St #812, Toronto, ON M4W 3Z4",$1.48M,https://www.zillow.com/homedetails/825-Church-St-812-Toronto-ON-M4W-3Z4/2063228772_zpid/,--,--
"43 Hanna Ave #104, Toronto, ON M6K 1X1",$1.90M,https://www.zillow.com/homedetails/43-Hanna-Ave-104-Toronto-ON-M6K-1X1/2071489401_zpid/,--,--
"222 The Esplanade #1224, Toronto, ON M5A 4M8","C$730,000",https://www.zillow.com/homedetails/222-The-Esplanade-1224-Toronto-ON-M5A-4M8/2066397348_zpid/,1,1
"326 Carlaw Ave #117, Toronto, ON M4M 3N8",$1.39M,https://www.zillow.com/homedetails/326-Carlaw-Ave-117-Toronto-ON-M4M-3N8/2063304455_zpid/,2,2
"11 Downing St, Toronto, ON M9B 1E9",$3.38M,https://www.zillow.com/homedetails/11-Downing-St-Toronto-ON-M9B-1E9/2064264028_zpid/,--,--
"276 Hastings Ave, Toronto, ON M4L 2M1",$1.80M,https://www.zillow.com/homedetails/276-Hastings-Ave-Toronto-ON-M4L-2M1/2071833805_zpid/,--,--
"93 Allanhurst Dr, Toronto, ON M9A 4K3",$2.10M,https://www.zillow.com/homedetails/93-Allanhurst-Dr-Toronto-ON-M9A-4K3/2064208958_zpid/,--,--
"17 Curzon St, Toronto, ON M4M 3B3",$1.71M,https://www.zillow.com/homedetails/17-Curzon-St-Toronto-ON-M4M-3B3/2064279500_zpid/,--,--
"65 Tilden Cres, Toronto, ON M9P 1V8",$1.65M,https://www.zillow.com/homedetails/65-Tilden-Cres-Toronto-ON-M9P-1V8/2071820950_zpid/,4,3
"140 Woodycrest Ave, Toronto, ON M4J 3B6",$1.71M,https://www.zillow.com/homedetails/140-Woodycrest-Ave-Toronto-ON-M4J-3B6/2071893945_zpid/,--,--
"5 Bernice Ave, Toronto, ON M8Y 1Z5",$1.90M,https://www.zillow.com/homedetails/5-Bernice-Ave-Toronto-ON-M8Y-1Z5/2064270856_zpid/,4,3
"10 Northtown Way #1807, Toronto, ON M2N 7L4","C$730,000",https://www.zillow.com/homedetails/10-Northtown-Way-1807-Toronto-ON-M2N-7L4/2065399166_zpid/,1,1
"1 1/2 Montrose Ave, Toronto, ON M6J 2T6",$1.75M,https://www.zillow.com/homedetails/1-1-2-Montrose-Ave-Toronto-ON-M6J-2T6/2081979610_zpid/,1,1
"500 Richmond St W #119, Toronto, ON M5V 3N4",$1.10M,https://www.zillow.com/homedetails/500-Richmond-St-W-119-Toronto-ON-M5V-3N4/2063305005_zpid/,2,1
"378 Dudley Ave, Toronto, ON M2N 6M3",$2.37M,https://www.zillow.com/homedetails/378-Dudley-Ave-Toronto-ON-M2N-6M3/2064264207_zpid/,--,--
"120 Homewood Ave #3504, Toronto, ON M4Y 2J3","C$927,880",https://www.zillow.com/homedetails/120-Homewood-Ave-3504-Toronto-ON-M4Y-2J3/2066600433_zpid/,--,--
"56 Edgecombe Ave, Toronto, ON M5N 2X3",$2.50M,https://www.zillow.com/homedetails/56-Edgecombe-Ave-Toronto-ON-M5N-2X3/2064279445_zpid/,4,4
"67 Woodbine Ave, Toronto, ON M4L 3P1",$1.60M,https://www.zillow.com/homedetails/67-Woodbine-Ave-Toronto-ON-M4L-3P1/2065505407_zpid/,3,3
"5 Darlington Dr, Toronto, ON M8Z 3M3",$1.83M,https://www.zillow.com/homedetails/5-Darlington-Dr-Toronto-ON-M8Z-3M3/2071806730_zpid/,--,--
"609 Avenue Rd #302, Toronto, ON M4V 0B1",$1.25M,https://www.zillow.com/homedetails/609-Avenue-Rd-302-Toronto-ON-M4V-0B1/2071851453_zpid/,3,2
"135 Wynford Dr PENTHOUSE 102, Toronto, ON M3C 0J4",$1.28M,https://www.zillow.com/homedetails/135-Wynford-Dr-PENTHOUSE-102-Toronto-ON-M3C-0J4/2076719577_zpid/,3,2
"383 Sorauren Ave #614, Toronto, ON M6R 0A4",$1.07M,https://www.zillow.com/homedetails/383-Sorauren-Ave-614-Toronto-ON-M6R-0A4/2063295308_zpid/,2,2
"6 Edna Ave, Toronto, ON M6P 1B5",$1.59M,https://www.zillow.com/homedetails/6-Edna-Ave-Toronto-ON-M6P-1B5/2064218833_zpid/,--,--
"503 Davisville Ave, Toronto, ON M4S 1J2",$1.95M,https://www.zillow.com/homedetails/503-Davisville-Ave-Toronto-ON-M4S-1J2/2064317756_zpid/,--,--
"175 Pears Ave #TOWNHOUSE, Toronto, ON M5R 0C1",$1.30M,https://www.zillow.com/homedetails/175-Pears-Ave-TOWNHOUSE-Toronto-ON-M5R-0C1/2066521681_zpid/,2,2
"20 Shore Breeze Dr #506, Toronto, ON M8V 0C7",$1.06M,https://www.zillow.com/homedetails/20-Shore-Breeze-Dr-506-Toronto-ON-M8V-0C7/2068479846_zpid/,2,2
"37 Alvin Curling Cres, Toronto, ON M1V 0E7",$1.85M,https://www.zillow.com/homedetails/37-Alvin-Curling-Cres-Toronto-ON-M1V-0E7/2064208960_zpid/,--,--
"56 Davisbrook Blvd, Toronto, ON M1T 2H9",$1.50M,https://www.zillow.com/homedetails/56-Davisbrook-Blvd-Toronto-ON-M1T-2H9/2064239571_zpid/,4,3
"308 Gladstone Ave, Toronto, ON M6J 3L6",$2.40M,https://www.zillow.com/homedetails/308-Gladstone-Ave-Toronto-ON-M6J-3L6/2064264208_zpid/,--,--
"35 Gentian Dr, Toronto, ON M9C 4E8",$1.50M,https://www.zillow.com/homedetails/35-Gentian-Dr-Toronto-ON-M9C-4E8/2064285911_zpid/,5,3
"7 Fundy Bay Blvd, Toronto, ON M1W 3A1",$1.18M,https://www.zillow.com/homedetails/7-Fundy-Bay-Blvd-Toronto-ON-M1W-3A1/2066512978_zpid/,--,--
"246 Centennial Rd, Toronto, ON M1C 1Z9",$1.61M,https://www.zillow.com/homedetails/246-Centennial-Rd-Toronto-ON-M1C-1Z9/2064193420_zpid/,--,--
"267 Yonge Blvd, Toronto, ON M5M 3J1",$2.10M,https://www.zillow.com/homedetails/267-Yonge-Blvd-Toronto-ON-M5M-3J1/2064193700_zpid/,3,2
"2223 Queen St E, Toronto, ON M4E 1E8",$1.93M,https://www.zillow.com/homedetails/2223-Queen-St-E-Toronto-ON-M4E-1E8/2064193407_zpid/,--,--
"34 Dunwatson Dr, Toronto, ON M1C 3M2",$1.83M,https://www.zillow.com/homedetails/34-Dunwatson-Dr-Toronto-ON-M1C-3M2/2064208900_zpid/,--,--
"103 The Queensway #1404, Toronto, ON M6S 5B3",$1.10M,https://www.zillow.com/homedetails/103-The-Queensway-1404-Toronto-ON-M6S-5B3/2063444279_zpid/,--,--
"254 Westmoreland Ave, Toronto, ON M6H 3A5",$1.70M,https://www.zillow.com/homedetails/254-Westmoreland-Ave-Toronto-ON-M6H-3A5/2064279726_zpid/,4,3
"103 Greybeaver Trl, Toronto, ON M1C 4V4",$1.72M,https://www.zillow.com/homedetails/103-Greybeaver-Trl-Toronto-ON-M1C-4V4/2064289001_zpid/,--,--
"19 Flerimac Rd, Toronto, ON M1E 4B1",$2.30M,https://www.zillow.com/homedetails/19-Flerimac-Rd-Toronto-ON-M1E-4B1/2064305452_zpid/,5,5
"75 York Mills Rd #503, Toronto, ON M2P 2E7",$1.11M,https://www.zillow.com/homedetails/75-York-Mills-Rd-503-Toronto-ON-M2P-2E7/2064132210_zpid/,--,--
"85 Skymark Dr UNIT 706, Toronto, ON M2H 3P2",$1.61M,https://www.zillow.com/homedetails/85-Skymark-Dr-UNIT-706-Toronto-ON-M2H-3P2/2066520460_zpid/,--,--
"119 Donegall Dr, Toronto, ON M4G 3H1",$3.28M,https://www.zillow.com/homedetails/119-Donegall-Dr-Toronto-ON-M4G-3H1/2064208944_zpid/,--,--
"108 Arundel Ave, Toronto, ON M4K 3A4",$2.50M,https://www.zillow.com/homedetails/108-Arundel-Ave-Toronto-ON-M4K-3A4/2064244321_zpid/,--,--
"1B Holborne Ave, Toronto, ON M4C 2R4",$2.39M,https://www.zillow.com/homedetails/1B-Holborne-Ave-Toronto-ON-M4C-2R4/2064244326_zpid/,--,--
"476 Atlas Ave, Toronto, ON M6C 3R2",$2.33M,https://www.zillow.com/homedetails/476-Atlas-Ave-Toronto-ON-M6C-3R2/2064286989_zpid/,3,4
"81 Hopedale Ave, Toronto, ON M4K 3M9",$1.70M,https://www.zillow.com/homedetails/81-Hopedale-Ave-Toronto-ON-M4K-3M9/2064289146_zpid/,3,1
"174 Pearson Ave, Toronto, ON M6R 1G5",$1.61M,https://www.zillow.com/homedetails/174-Pearson-Ave-Toronto-ON-M6R-1G5/2065414519_zpid/,--,--
"45 Glenvale Blvd, Toronto, ON M4G 2V4",$2.28M,https://www.zillow.com/homedetails/45-Glenvale-Blvd-Toronto-ON-M4G-2V4/2071561836_zpid/,3,2
"8 Eglinton Ave E #4711, Toronto, ON M4P 0C1",$1.08M,https://www.zillow.com/homedetails/8-Eglinton-Ave-E-4711-Toronto-ON-M4P-0C1/2071833394_zpid/,--,--
"223 Fairlawn Ave, Toronto, ON M5M 1S9",$2.03M,https://www.zillow.com/homedetails/223-Fairlawn-Ave-Toronto-ON-M5M-1S9/2064219377_zpid/,--,--
"181 Bingham Ave, Toronto, ON M4E 3R4",$1.89M,https://www.zillow.com/homedetails/181-Bingham-Ave-Toronto-ON-M4E-3R4/2064221543_zpid/,3,4
"175 Ellerslie Ave, Toronto, ON M2N 1Y3",$1.52M,https://www.zillow.com/homedetails/175-Ellerslie-Ave-Toronto-ON-M2N-1Y3/2064264202_zpid/,3,1
"26 Linelle St, Toronto, ON M2N 2J3",$1.42M,https://www.zillow.com/homedetails/26-Linelle-St-Toronto-ON-M2N-2J3/2064181086_zpid/,--,--
"330 Kingswood Rd, Toronto, ON M4E 3N9",$1.62M,https://www.zillow.com/homedetails/330-Kingswood-Rd-Toronto-ON-M4E-3N9/2064235315_zpid/,2,2
"64 Saulter St, Toronto, ON M4M 2H7",$1.81M,https://www.zillow.com/homedetails/64-Saulter-St-Toronto-ON-M4M-2H7/2064262315_zpid/,--,--
"73 Sonmore Dr, Toronto, ON M1S 1X3",$1.48M,https://www.zillow.com/homedetails/73-Sonmore-Dr-Toronto-ON-M1S-1X3/2064279914_zpid/,6,4
"72 Waterloo Ave, Toronto, ON M3H 3Y4",$1.43M,https://www.zillow.com/homedetails/72-Waterloo-Ave-Toronto-ON-M3H-3Y4/2065424764_zpid/,5,2
"161 Wolfrey Ave, Toronto, ON M4K 1L4",$2.60M,https://www.zillow.com/homedetails/161-Wolfrey-Ave-Toronto-ON-M4K-1L4/2064284934_zpid/,4,3
"106 Edith Dr, Toronto, ON M4R 1Z2",$2.05M,https://www.zillow.com/homedetails/106-Edith-Dr-Toronto-ON-M4R-1Z2/2064285259_zpid/,3,2
"10 Kingsmount Park Rd, Toronto, ON M4L 3L1",$1.41M,https://www.zillow.com/homedetails/10-Kingsmount-Park-Rd-Toronto-ON-M4L-3L1/2064290029_zpid/,3,2
"5 Bain Ave, Toronto, ON M4K 1E5",$1.92M,https://www.zillow.com/homedetails/5-Bain-Ave-Toronto-ON-M4K-1E5/2064167984_zpid/,4,2
"38 Harlow Cres, Toronto, ON M9V 2Y5",$--,https://www.zillow.com/homedetails/38-Harlow-Cres-Toronto-ON-M9V-2Y5/2067463695_zpid/,--,--
"43 Madawaska Ave, Toronto, ON M2M 2R1",$3.40M,https://www.zillow.com/homedetails/43-Madawaska-Ave-Toronto-ON-M2M-2R1/2065595283_zpid/,4,6
"30 Chicora Ave, Toronto, ON M5R 1T6",$3.30M,https://www.zillow.com/homedetails/30-Chicora-Ave-Toronto-ON-M5R-1T6/2064281873_zpid/,--,--
"360 Bloor St E #1010, Toronto, ON M4W 3M3",$1.23M,https://www.zillow.com/homedetails/360-Bloor-St-E-1010-Toronto-ON-M4W-3M3/2071874654_zpid/,3,3
"24 Hiltz Ave, Toronto, ON M4L 2N5",$1.40M,https://www.zillow.com/homedetails/24-Hiltz-Ave-Toronto-ON-M4L-2N5/2064264215_zpid/,--,--
"96 Maria St, Toronto, ON M6P 1W4",$1.63M,https://www.zillow.com/homedetails/96-Maria-St-Toronto-ON-M6P-1W4/2069717065_zpid/,3,2
"116 Galt Ave, Toronto, ON M4M 2Z3",$1.67M,https://www.zillow.com/homedetails/116-Galt-Ave-Toronto-ON-M4M-2Z3/2071355324_zpid/,1,1
"16 Hancock Cres, Toronto, ON M1R 2A3",$1.40M,https://www.zillow.com/homedetails/16-Hancock-Cres-Toronto-ON-M1R-2A3/2064181098_zpid/,--,--
"280 Rustic Rd, Toronto, ON M6L 1W4",$1.61M,https://www.zillow.com/homedetails/280-Rustic-Rd-Toronto-ON-M6L-1W4/2064264176_zpid/,4,2
"319 Carlaw Ave #410, Toronto, ON M4M 0A4",$1.05M,https://www.zillow.com/homedetails/319-Carlaw-Ave-410-Toronto-ON-M4M-0A4/2063304472_zpid/,--,--
"67 Muirbank Blvd, Toronto, ON M1C 4S2",$--,https://www.zillow.com/homedetails/67-Muirbank-Blvd-Toronto-ON-M1C-4S2/2066849084_zpid/,6,4
"350 Lonsdale Rd #308, Toronto, ON M5P 1R6",$1.50M,https://www.zillow.com/homedetails/350-Lonsdale-Rd-308-Toronto-ON-M5P-1R6/2071834867_zpid/,2,2
"59 Brookview Dr, Toronto, ON M6A 2K4",$1.58M,https://www.zillow.com/homedetails/59-Brookview-Dr-Toronto-ON-M6A-2K4/2064264250_zpid/,3,2
"636 Evans Ave #27, Toronto, ON M8W 0A8",$1.16M,https://www.zillow.com/homedetails/636-Evans-Ave-27-Toronto-ON-M8W-0A8/2068108038_zpid/,3,4
"38 Thelma Ave, Toronto, ON M4V 1X9",$2.00M,https://www.zillow.com/homedetails/38-Thelma-Ave-Toronto-ON-M4V-1X9/2064208943_zpid/,3,4
"95 Ravensbourne Cres, Toronto, ON M9A 2B3",$2.30M,https://www.zillow.com/homedetails/95-Ravensbourne-Cres-Toronto-ON-M9A-2B3/2065713563_zpid/,--,--
"11 Jersey Ave, Toronto, ON M6G 3A2",$1.54M,https://www.zillow.com/homedetails/11-Jersey-Ave-Toronto-ON-M6G-3A2/2069605580_zpid/,1,2
"187 Rumsey Rd, Toronto, ON M4G 1P4",$2.56M,https://www.zillow.com/homedetails/187-Rumsey-Rd-Toronto-ON-M4G-1P4/2064289142_zpid/,--,--
"42 Addington Ave, Toronto, ON M2N 2L2",$2.00M,https://www.zillow.com/homedetails/42-Addington-Ave-Toronto-ON-M2N-2L2/2065712248_zpid/,--,--
"81 Gough Ave, Toronto, ON M4K 3N9",$4.17M,https://www.zillow.com/homedetails/81-Gough-Ave-Toronto-ON-M4K-3N9/2065731336_zpid/,--,--
"22 Lady Bank Rd, Toronto, ON M8Z 4J5",$1.62M,https://www.zillow.com/homedetails/22-Lady-Bank-Rd-Toronto-ON-M8Z-4J5/2065731417_zpid/,--,--
"70 Annie Craig Dr #3205, Toronto, ON M8V 0G2",$1.14M,https://www.zillow.com/homedetails/70-Annie-Craig-Dr-3205-Toronto-ON-M8V-0G2/2070900277_zpid/,2,2
"444 Lansdowne Ave, Toronto, ON M6H 3Y3",$1.43M,https://www.zillow.com/homedetails/444-Lansdowne-Ave-Toronto-ON-M6H-3Y3/2064207036_zpid/,3,2
"179 Wheeler Ave, Toronto, ON M4L 3V5",$1.60M,https://www.zillow.com/homedetails/179-Wheeler-Ave-Toronto-ON-M4L-3V5/2064208936_zpid/,--,--
"521 Roxton Rd, Toronto, ON M6G 3R5",$1.60M,https://www.zillow.com/homedetails/521-Roxton-Rd-Toronto-ON-M6G-3R5/2065731373_zpid/,--,--
"737 Woburn Ave, Toronto, ON M5M 1M2",$3.65M,https://www.zillow.com/homedetails/737-Woburn-Ave-Toronto-ON-M5M-1M2/2068427790_zpid/,4,5
"47 Reiner Rd, Toronto, ON M3H 2L3",$1.60M,https://www.zillow.com/homedetails/47-Reiner-Rd-Toronto-ON-M3H-2L3/2070008275_zpid/,3,2
"171 Willow Ave, Toronto, ON M4E 3K4",$2.86M,https://www.zillow.com/homedetails/171-Willow-Ave-Toronto-ON-M4E-3K4/2082812999_zpid/,4,5
"268 Hiawatha Rd, Toronto, ON M4L 2Y4",$1.74M,https://www.zillow.com/homedetails/268-Hiawatha-Rd-Toronto-ON-M4L-2Y4/2065713435_zpid/,--,--
"68 Saulter St, Toronto, ON M4M 2H7",$1.81M,https://www.zillow.com/homedetails/68-Saulter-St-Toronto-ON-M4M-2H7/2065715041_zpid/,3,3
"31 Leuty Ave, Toronto, ON M4E 2R2",$2.60M,https://www.zillow.com/homedetails/31-Leuty-Ave-Toronto-ON-M4E-2R2/2065731262_zpid/,--,--
"38 Bernard Ave, Toronto, ON M5R 1R2",$2.95M,https://www.zillow.com/homedetails/38-Bernard-Ave-Toronto-ON-M5R-1R2/2065743805_zpid/,4,3
"304 Berkeley St, Toronto, ON M5A 2X5",$1.73M,https://www.zillow.com/homedetails/304-Berkeley-St-Toronto-ON-M5A-2X5/2065713490_zpid/,3,3
"99 Anndale Dr, Toronto, ON M2N 2X3",$2.15M,https://www.zillow.com/homedetails/99-Anndale-Dr-Toronto-ON-M2N-2X3/2065731377_zpid/,--,--
"44 Purdon Dr, Toronto, ON M3H 4X1",$2.53M,https://www.zillow.com/homedetails/44-Purdon-Dr-Toronto-ON-M3H-4X1/2065736922_zpid/,--,--
"87 Priscilla Ave, Toronto, ON M6S 3W4",$1.51M,https://www.zillow.com/homedetails/87-Priscilla-Ave-Toronto-ON-M6S-3W4/2065713386_zpid/,--,--
"12 Pinewood Ave, Toronto, ON M6C 2V1",$2.32M,https://www.zillow.com/homedetails/12-Pinewood-Ave-Toronto-ON-M6C-2V1/2065730866_zpid/,4,4
"59 Monastery Ln, Toronto, ON M1L 4V7",$1.61M,https://www.zillow.com/homedetails/59-Monastery-Ln-Toronto-ON-M1L-4V7/2065731347_zpid/,--,--
"3 Clarinda Dr, Toronto, ON M2K 2W4",$3.20M,https://www.zillow.com/homedetails/3-Clarinda-Dr-Toronto-ON-M2K-2W4/2064281339_zpid/,5,5
"15 Kingsmere Cres, Toronto, ON M1M 3B2",$1.52M,https://www.zillow.com/homedetails/15-Kingsmere-Cres-Toronto-ON-M1M-3B2/2064288998_zpid/,--,--
"50 Eaton Ave, Toronto, ON M4J 2Z5",$1.94M,https://www.zillow.com/homedetails/50-Eaton-Ave-Toronto-ON-M4J-2Z5/2065728472_zpid/,3,3
"296 Withrow Ave, Toronto, ON M4J 1B7",$2.08M,https://www.zillow.com/homedetails/296-Withrow-Ave-Toronto-ON-M4J-1B7/2065746575_zpid/,--,--
"50 Glen Davis Cres, Toronto, ON M4E 1X5",$1.74M,https://www.zillow.com/homedetails/50-Glen-Davis-Cres-Toronto-ON-M4E-1X5/2065742747_zpid/,3,1
"115 Saturn Rd, Toronto, ON M9C 2S8",$1.65M,https://www.zillow.com/homedetails/115-Saturn-Rd-Toronto-ON-M9C-2S8/2066093067_zpid/,4,2
"2 Bonacres Ave, Toronto, ON M1C 1P7",$1.70M,https://www.zillow.com/homedetails/2-Bonacres-Ave-Toronto-ON-M1C-1P7/2066482934_zpid/,3,1
"59 Broadlands Blvd, Toronto, ON M3A 1J4",$1.73M,https://www.zillow.com/homedetails/59-Broadlands-Blvd-Toronto-ON-M3A-1J4/2069234430_zpid/,3,1
"6 Harvard Ave, Toronto, ON M6R 1C6",$--,https://www.zillow.com/homedetails/6-Harvard-Ave-Toronto-ON-M6R-1C6/2067540389_zpid/,5,5
"83 Eastville Ave, Toronto, ON M1M 2N8",$2.50M,https://www.zillow.com/homedetails/83-Eastville-Ave-Toronto-ON-M1M-2N8/2081037174_zpid/,4,4
"38 Camberwell Rd, Toronto, ON M6C 3E8",$1.65M,https://www.zillow.com/homedetails/38-Camberwell-Rd-Toronto-ON-M6C-3E8/2065726474_zpid/,3,2
"66 Horsham Ave, Toronto, ON M2N 1Z7",$1.79M,https://www.zillow.com/homedetails/66-Horsham-Ave-Toronto-ON-M2N-1Z7/2065736168_zpid/,3,3
"46 Lunness Rd, Toronto, ON M8W 4M4",$1.96M,https://www.zillow.com/homedetails/46-Lunness-Rd-Toronto-ON-M8W-4M4/2065713402_zpid/,--,--
"18 Merton St #702, Toronto, ON M4S 3G9",$1.25M,https://www.zillow.com/homedetails/18-Merton-St-702-Toronto-ON-M4S-3G9/2067082210_zpid/,3,3
"45 Lower Links Rd, Toronto, ON M2P 1H5",$2.86M,https://www.zillow.com/homedetails/45-Lower-Links-Rd-Toronto-ON-M2P-1H5/2065731341_zpid/,4,4
"30 Inverleigh Dr, Toronto, ON M8Y 3E3",$2.70M,https://www.zillow.com/homedetails/30-Inverleigh-Dr-Toronto-ON-M8Y-3E3/2065736181_zpid/,--,--
"144 Gillard Ave, Toronto, ON M4J 4N6",$2.10M,https://www.zillow.com/homedetails/144-Gillard-Ave-Toronto-ON-M4J-4N6/2065746714_zpid/,4,4
"993 Queen St W #306, Toronto, ON M6J 1H2",$1.50M,https://www.zillow.com/homedetails/993-Queen-St-W-306-Toronto-ON-M6J-1H2/2066397498_zpid/,1,2
"980 Yonge St UNIT 713, Toronto, ON M4W 3V8",$1.13M,https://www.zillow.com/homedetails/980-Yonge-St-UNIT-713-Toronto-ON-M4W-3V8/2066516024_zpid/,--,--
"113 McMahon Dr #TOWNHOUSE, Toronto, ON M2K 0E5",$1.25M,https://www.zillow.com/homedetails/113-McMahon-Dr-TOWNHOUSE-Toronto-ON-M2K-0E5/2071891209_zpid/,3,4
"81 Brookmill Blvd #1, Toronto, ON M1W 2L5",$1.20M,https://www.zillow.com/homedetails/81-Brookmill-Blvd-1-Toronto-ON-M1W-2L5/2066383579_zpid/,3,3
"1 Concorde Pl #1201, Toronto, ON M3C 3K6",$1.20M,https://www.zillow.com/homedetails/1-Concorde-Pl-1201-Toronto-ON-M3C-3K6/2066436813_zpid/,--,--
"38 Grenville St #3904, Toronto, ON M4Y 1A5",$1.11M,https://www.zillow.com/homedetails/38-Grenville-St-3904-Toronto-ON-M4Y-1A5/2071882464_zpid/,2,2
"8 Mercer St #3107, Toronto, ON M5V 0C4",$1.27M,https://www.zillow.com/homedetails/8-Mercer-St-3107-Toronto-ON-M5V-0C4/2066441194_zpid/,3,2
"218 Queens Quay W #1703, Toronto, ON M5J",$1.02M,https://www.zillow.com/homedetails/218-Queens-Quay-W-1703-Toronto-ON-M5J/2066516909_zpid/,2,2
"10 Bellair St #603, Toronto, ON M5R 3T8",$2.11M,https://www.zillow.com/homedetails/10-Bellair-St-603-Toronto-ON-M5R-3T8/2066453491_zpid/,--,--
"5180 Yonge St #3406, Toronto, ON M2N 0K5",$1.47M,https://www.zillow.com/homedetails/5180-Yonge-St-3406-Toronto-ON-M2N-0K5/2066498155_zpid/,2,3
"30 Old Mill Rd #610, Toronto, ON M8X 0A5",$1.57M,https://www.zillow.com/homedetails/30-Old-Mill-Rd-610-Toronto-ON-M8X-0A5/2071876322_zpid/,--,--
"58 Linderwood Dr, Toronto, ON M1C 3P8",$1.88M,https://www.zillow.com/homedetails/58-Linderwood-Dr-Toronto-ON-M1C-3P8/2065731376_zpid/,5,5
"17 Elderidge Ave, Toronto, ON M8Y 2C6",$2.02M,https://www.zillow.com/homedetails/17-Elderidge-Ave-Toronto-ON-M8Y-2C6/2065731387_zpid/,--,--
"70 Byng Ave #31, Toronto, ON M2N 7L9",$1.20M,https://www.zillow.com/homedetails/70-Byng-Ave-31-Toronto-ON-M2N-7L9/2066400838_zpid/,--,--
"38 Avoca Ave #806, Toronto, ON M4T 2B9",$1.28M,https://www.zillow.com/homedetails/38-Avoca-Ave-806-Toronto-ON-M4T-2B9/2066441992_zpid/,2,2
"33 Harbour Sq #1620, Toronto, ON M5J 2G2",$1.22M,https://www.zillow.com/homedetails/33-Harbour-Sq-1620-Toronto-ON-M5J-2G2/2066480510_zpid/,2,2
"300 Bloor St E #3105, Toronto, ON M4W 3Y2",$1.23M,https://www.zillow.com/homedetails/300-Bloor-St-E-3105-Toronto-ON-M4W-3Y2/2066492803_zpid/,--,--
"89 Dunfield Ave UNIT 2910, Toronto, ON M4S 0A4",$1.20M,https://www.zillow.com/homedetails/89-Dunfield-Ave-UNIT-2910-Toronto-ON-M4S-0A4/2066601077_zpid/,2,2
"99 Greybeaver Trl, Toronto, ON M1C 4V4",$1.70M,https://www.zillow.com/homedetails/99-Greybeaver-Trl-Toronto-ON-M1C-4V4/2065726898_zpid/,4,4
"781 King St W #402, Toronto, ON M5V 3L5",$1.22M,https://www.zillow.com/homedetails/781-King-St-W-402-Toronto-ON-M5V-3L5/2066497571_zpid/,--,--
"18 Wanless Ave #604, Toronto, ON M4N 3R9",$1.20M,https://www.zillow.com/homedetails/18-Wanless-Ave-604-Toronto-ON-M4N-3R9/2066521684_zpid/,3,2
"701 Dovercourt Rd #301, Toronto, ON M6H 0A1",$1.70M,https://www.zillow.com/homedetails/701-Dovercourt-Rd-301-Toronto-ON-M6H-0A1/2079273939_zpid/,2,2
"10 Delisle Ave #813, Toronto, ON M4V 3C6",$1.98M,https://www.zillow.com/homedetails/10-Delisle-Ave-813-Toronto-ON-M4V-3C6/2066492807_zpid/,--,--
"125 Redpath Ave #2708, Toronto, ON M4S 0B5",$1.08M,https://www.zillow.com/homedetails/125-Redpath-Ave-2708-Toronto-ON-M4S-0B5/2066505401_zpid/,--,--
"179 Cornelius Pkwy, Toronto, ON M6L 2K8",$2.10M,https://www.zillow.com/homedetails/179-Cornelius-Pkwy-Toronto-ON-M6L-2K8/2065713371_zpid/,--,--
"231 Riverside Dr, Toronto, ON M6S 4A8",$4.15M,https://www.zillow.com/homedetails/231-Riverside-Dr-Toronto-ON-M6S-4A8/2065737130_zpid/,--,--
"280 Howland Ave #209, Toronto, ON M5R 0C3",$1.77M,https://www.zillow.com/homedetails/280-Howland-Ave-209-Toronto-ON-M5R-0C3/2066504172_zpid/,--,--
"500 Sherbourne St #510, Toronto, ON M4X 1L1",$1.15M,https://www.zillow.com/homedetails/500-Sherbourne-St-510-Toronto-ON-M4X-1L1/2067696452_zpid/,--,--
"500 Sherbourne St #303, Toronto, ON M4X 1L1",$1.01M,https://www.zillow.com/homedetails/500-Sherbourne-St-303-Toronto-ON-M4X-1L1/2068485997_zpid/,--,--
"1 Old Mill Dr #605, Toronto, ON M6S 0A1",$1.30M,https://www.zillow.com/homedetails/1-Old-Mill-Dr-605-Toronto-ON-M6S-0A1/2068571054_zpid/,--,--
"328 Moore Park Ave, Toronto, ON M2R 2R6",$1.80M,https://www.zillow.com/homedetails/328-Moore-Park-Ave-Toronto-ON-M2R-2R6/2087330199_zpid/,1,1
